Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;DQR;Nom et code;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total
11037;11037;aides culinaires et ingrédients divers;herbes;Sauge, séchée;Sage, dried;3,75;Sauge, séchée (11037);0,88;0,00;0,48;0,18;0,02;0,00;1,55
11044;11044;aides culinaires et ingrédients divers;sels;Sel au céleri;Celery salt;2,44;Sel au céleri (11044);0,30;0,00;0,18;0,11;0,02;0,00;0,61
11058;11058;aides culinaires et ingrédients divers;sels;Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme);Salt, white, for human consumption (sea, igneous or rock), iodine added, no other enrichment;2,87;Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme) (11058);0,30;0,00;0,18;0,11;0,02;0,00;0,61
11017;11017;aides culinaires et ingrédients divers;sels;Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme);Salt, white, for human consumption (sea, igneous or rock), no enrichment;2,44;Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme) (11017);0,30;0,00;0,18;0,11;0,02;0,00;0,61
11083;11083;aides culinaires et ingrédients divers;sels;Sel marin gris, non iodé, non fluoré;Sea salt, grey, no enrichment;2,44;Sel marin gris, non iodé, non fluoré (11083);0,30;0,00;0,18;0,11;0,02;0,00;0,61
31089;31089;aides culinaires et ingrédients divers;ingrédients divers;Sirop d'agave;Syrup, agave;2,2;Sirop d'agave (31089);3,84;0,58;0,07;0,21;0,01;0,00;4,72
31034;31034;aides culinaires et ingrédients divers;ingrédients divers;Sirop d'érable;Syrup, maple;1,34;Sirop d'érable (31034);0,09;1,16;0,50;0,25;0,01;0,00;2,02
20919;20919;aides culinaires et ingrédients divers;ingrédients divers;Sirop léger pour fruits appertisés au sirop;Light syrup for canned fruits in syrup;3,38;Sirop léger pour fruits appertisés au sirop (20919);0,04;0,02;0,50;0,16;0,02;0,00;0,73
20918;20918;aides culinaires et ingrédients divers;ingrédients divers;Sirop pour fruits appertisés au sirop;Syrup for canned fruits in syrup;2,99;Sirop pour fruits appertisés au sirop (20918);0,04;0,02;0,50;0,16;0,02;0,00;0,73
9640;9640;aides culinaires et ingrédients divers;ingrédients divers;Son d'avoine;Oat bran;3,97;Son d'avoine (9640);0,37;0,00;0,10;0,16;0,02;0,00;0,65
9621;9621;aides culinaires et ingrédients divers;ingrédients divers;Son de blé;Wheat bran;2,68;Son de blé (9621);0,19;0,02;0,01;0,10;0,02;0,00;0,33
9641;9641;aides culinaires et ingrédients divers;ingrédients divers;Son de maïs;Maize/corn bran;3,09;Son de maïs (9641);0,20;0,00;0,10;0,16;0,02;0,00;0,48
9643;9643;aides culinaires et ingrédients divers;ingrédients divers;Son de riz;Rice bran;3,27;Son de riz (9643);1,07;0,00;0,10;0,26;0,02;0,00;1,45
11086;11086;aides culinaires et ingrédients divers;algues;Spiruline (Spirulina sp.), séchée ou déshydratée;Spirulina, (spirulina sp.), dried;2,99;Spiruline (Spirulina sp.), séchée ou déshydratée (11086);4,57;1,49;0,29;0,38;0,02;0,01;6,77
42000;42000;aides culinaires et ingrédients divers;denrées destinées à une alimentation particulière;Substitut de repas hypocalorique, crème dessert;Meal replacement low calorie, Custard cream dessert-type;3,03;Substitut de repas hypocalorique, crème dessert (42000);1,59;0,28;0,19;0,20;0,04;0,01;2,31
42004;42004;aides culinaires et ingrédients divers;denrées destinées à une alimentation particulière;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé;Meal replacement low calorie, in powder, reconstituted with skimmed milk;3,03;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé (42004);1,59;0,28;0,19;0,20;0,04;0,01;2,31
42005;42005;aides culinaires et ingrédients divers;denrées destinées à une alimentation particulière;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake;Meal replacement low calorie, in powder, reconstituted with skimmed milk, milkshake type;3,03;Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milk-shake (42005);1,59;0,28;0,19;0,20;0,04;0,01;2,31
42003;42003;aides culinaires et ingrédients divers;denrées destinées à une alimentation particulière;Substitut de repas hypocalorique, prêt à boire;Meal replacement low calorie, ready-to-drink;3,03;Substitut de repas hypocalorique, prêt à boire (42003);1,59;0,28;0,19;0,20;0,04;0,01;2,31
11043;11043;aides culinaires et ingrédients divers;condiments;Tapenade;Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice;2,5;Tapenade (11043);0,23;0,19;0,50;0,37;0,04;0,02;1,34
20917;20917;aides culinaires et ingrédients divers;ingrédients divers;Tempeh;Tempeh;3,75;Tempeh (20917);0,30;0,69;0,18;0,13;0,02;0,00;1,31
11070;11070;aides culinaires et ingrédients divers;herbes;Thym, frais;Thyme, fresh;3,75;Thym, frais (11070);0,22;0,00;0,33;0,16;0,02;0,08;0,82
11038;11038;aides culinaires et ingrédients divers;herbes;Thym, séché;Thyme, dried;3,75;Thym, séché (11038);0,88;0,00;0,48;0,18;0,02;0,00;1,55
11065;11065;aides culinaires et ingrédients divers;épices;Vanille, extrait alcoolique;Vanilla, alcoholic extract;2,99;Vanille, extrait alcoolique (11065);0,62;0,00;0,17;0,35;0,02;0,00;1,15
11098;11098;aides culinaires et ingrédients divers;épices;Vanille, extrait aqueux;Vanilla, aqueous extract;2,99;Vanille, extrait aqueux (11098);0,62;0,00;0,17;0,35;0,02;0,00;1,15
11018;11018;aides culinaires et ingrédients divers;condiments;Vinaigre;Vinegar;3,2;Vinaigre (11018);0,29;0,12;0,57;0,19;0,02;0,00;1,18
11091;11091;aides culinaires et ingrédients divers;condiments;Vinaigre balsamique;Vinegar, balsamic;3,2;Vinaigre balsamique (11091);0,29;0,12;0,57;0,19;0,02;0,00;1,18
11090;11090;aides culinaires et ingrédients divers;condiments;Vinaigre de cidre;Vinegar, cider;2,62;Vinaigre de cidre (11090);0,13;0,12;0,48;0,19;0,02;0,00;0,92
20984;20984;aides culinaires et ingrédients divers;algues;Wakamé (Undaria pinnatifida), séchée ou déshydratée;Wakame (Undaria pinnatifida), dried or dehydrated;2,99;Wakamé (Undaria pinnatifida), séchée ou déshydratée (20984);4,57;1,49;0,29;0,38;0,02;0,01;6,77
20999;20999;aides culinaires et ingrédients divers;algues;Wakamé atlantique (Alaria esculenta), séchée ou déshydratée;Atlantic wakame (Alaria esculenta), dried or dehydrated;2,99;Wakamé atlantique (Alaria esculenta), séchée ou déshydratée (20999);4,57;1,49;0,29;0,20;0,02;0,01;6,58
24689;24689;aliments infantiles;céréales et biscuits infantiles;Biscuit pour bébé;Biscuit for baby;2,72;Biscuit pour bébé (24689);1,32;0,25;0,11;0,14;0,02;0,00;1,84
13159;13159;aliments infantiles;laits et boissons infantiles;Boisson aux fruits pour bébé dès 4/6mois;Fruit-based beverage for baby from 4/6 months;3,04;Boisson aux fruits pour bébé dès 4/6mois (13159);0,34;0,10;0,16;0,26;0,02;0,00;0,88
13162;13162;aliments infantiles;laits et boissons infantiles;Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois;Dairy cereal-based beverage with fruits for baby's snack from 4/6 months;3,27;Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois (13162);1,10;0,17;0,16;0,16;0,02;0,00;1,61
13161;13161;aliments infantiles;laits et boissons infantiles;Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois;Dairy cereal-based beverage with vegetables for baby's dinner from 4/6 months;3,28;Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois (13161);1,10;0,17;0,16;0,16;0,02;0,01;1,62
13173;13173;aliments infantiles;laits et boissons infantiles;Boisson infantile céréales lactées pour le petit déjeuner;Dairy cereal-based beverage for baby's breakfast;3,28;Boisson infantile céréales lactées pour le petit déjeuner (13173);1,10;0,17;0,16;0,16;0,02;0,01;1,62
13170;13170;aliments infantiles;laits et boissons infantiles;Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois;Dairy cereal-based beverage for baby's breakfast from 12 months;3,28;Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois (13170);1,10;0,17;0,16;0,16;0,02;0,01;1,62
13163;13163;aliments infantiles;laits et boissons infantiles;Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois;Dairy cereal-based beverage for baby's breakfast from 4/6 months;3,28;Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois (13163);1,10;0,17;0,16;0,16;0,02;0,01;1,62
13169;13169;aliments infantiles;laits et boissons infantiles;Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois;Dairy cereal-based beverage for baby's breakfast from 8/9 months;3,28;Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois (13169);1,10;0,17;0,16;0,16;0,02;0,01;1,62
13167;13167;aliments infantiles;céréales et biscuits infantiles;Céréales instantanées, poudre à reconstituer, dès 4/6 mois;Instant cereal (powder to be reconstituted) for baby from 4/6 months;3,71;Céréales instantanées, poudre à reconstituer, dès 4/6 mois (13167);1,18;4,27;0,28;0,19;0,02;0,00;5,95
13168;13168;aliments infantiles;céréales et biscuits infantiles;Céréales instantanées, poudre à reconstituer, dès 6 mois;Instant cereal (powder to be reconstituted) for baby from 6 months;3,71;Céréales instantanées, poudre à reconstituer, dès 6 mois (13168);1,18;4,27;0,28;0,19;0,02;0,00;5,95
13165;13165;aliments infantiles;desserts infantiles;Dessert lacté infantile au riz ou à la semoule;Dairy dessert for baby, with rice or semolina;2,9;Dessert lacté infantile au riz ou à la semoule (13165);1,03;0,20;0,19;0,13;0,02;0,00;1,57
13166;13166;aliments infantiles;desserts infantiles;Dessert lacté infantile nature sucré ou aux fruits;Dairy dessert for baby, plain with sugar or with fruits;2,9;Dessert lacté infantile nature sucré ou aux fruits (13166);1,03;0,20;0,19;0,13;0,02;0,00;1,57
13164;13164;aliments infantiles;desserts infantiles;Dessert lacté infantile type crème dessert;Dairy dessert for baby, custard type;2,54;Dessert lacté infantile type crème dessert (13164);1,03;0,20;0,19;0,13;0,02;0,00;1,57
3000;3000;aliments infantiles;laits et boissons infantiles;Lait 1er âge, poudre soluble (préparation pour nourrissons);Baby milk, first age, powder, non rehydrated;2,16;Lait 1er âge, poudre soluble (préparation pour nourrissons) (3000);14,60;0,00;0,15;0,10;0,02;0,00;14,90
19013;19013;aliments infantiles;laits et boissons infantiles;Lait 1er âge, prêt à consommer (préparation pour nourrissons);Baby milk, first milk, ready to feed;2,18;Lait 1er âge, prêt à consommer (préparation pour nourrissons) (19013);1,12;0,01;0,15;0,21;0,04;0,01;1,53
3002;3002;aliments infantiles;laits et boissons infantiles;Lait 2e âge, poudre soluble (préparation de suite);Baby milk, second age, powder, non rehydrated;2,16;Lait 2e âge, poudre soluble (préparation de suite) (3002);14,60;0,00;0,15;0,10;0,02;0,00;14,90
19014;19014;aliments infantiles;laits et boissons infantiles;Lait 2e âge, prêt à consommer (préparation pour nourrissons);Baby milk, follow on milk, ready to feed;2,18;Lait 2e âge, prêt à consommer (préparation pour nourrissons) (19014);1,12;0,01;0,15;0,21;0,04;0,01;1,53
19012;19012;aliments infantiles;laits et boissons infantiles;Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge);Baby milk, growing up milk, ready to feed;2,42;Lait de croissance infantile, liquide (aliment lacté destiné aux enfants en bas âge) (19012);1,12;0,01;0,15;0,12;0,02;0,00;1,42
13157;13157;aliments infantiles;desserts infantiles;Petit pot fruit avec banane pour bébé;Baby food jar with banana;3,03;Petit pot fruit avec banane pour bébé (13157);0,13;0,20;0,19;0,14;0,02;0,00;0,67
13158;13158;aliments infantiles;desserts infantiles;Petit pot fruit sans banane pour bébé;Baby food jar without banana;2,64;Petit pot fruit sans banane pour bébé (13158);0,13;0,20;0,19;0,14;0,02;0,00;0,67
20247;20247;aliments infantiles;petits pots salés et plats infantiles;Petit pot légumes, avec féculent, dès 4/6 mois;Baby food jar with vegetables and starch, from 4-6 months;3,11;Petit pot légumes, avec féculent, dès 4/6 mois (20247);0,32;0,18;0,19;0,15;0,02;0,01;0,87
20246;20246;aliments infantiles;petits pots salés et plats infantiles;Petit pot légumes, dès 4-6 mois;Baby food jar with vegetables, from 4-6 months;3,11;Petit pot légumes, dès 4-6 mois (20246);0,32;0,18;0,19;0,15;0,02;0,01;0,87
20251;20251;aliments infantiles;petits pots salés et plats infantiles;Plat légumes, avec féculent et lait/crème, dès 12 mois;Vegetable dish for baby, with milk/cream and starch, from 12 months;2,39;Plat légumes, avec féculent et lait/crème, dès 12 mois (20251);0,31;0,23;0,19;0,14;0,02;0,01;0,90
20254;20254;aliments infantiles;petits pots salés et plats infantiles;Plat légumes, avec féculent et lait/crème, dès 18 mois;Vegetable dish for baby, with milk/cream and starch, from 18 months;2,39;Plat légumes, avec féculent et lait/crème, dès 18 mois (20254);0,31;0,23;0,19;0,14;0,02;0,01;0,90
20249;20249;aliments infantiles;petits pots salés et plats infantiles;Plat légumes, avec féculent et lait/crème, dès 6-8 mois;Vegetable dish for baby, with milk/cream and starch, from 6-8 months;2,39;Plat légumes, avec féculent et lait/crème, dès 6-8 mois (20249);0,31;0,23;0,19;0,14;0,02;0,01;0,90
20250;20250;aliments infantiles;petits pots salés et plats infantiles;Plat légumes, avec féculent et lait/crème, dès 8-12 mois;Vegetable dish for baby, with milk/cream and starch, from 8-12 months;2,39;Plat légumes, avec féculent et lait/crème, dès 8-12 mois (20250);0,31;0,23;0,19;0,14;0,02;0,01;0,90
42605;42605;aliments infantiles;petits pots salés et plats infantiles;Plat légumes, avec féculent et viande/poisson, dès 12 mois;Vegetable dish for baby, w meat/fish and starch, from 12 months;2,8;Plat légumes, avec féculent et viande/poisson, dès 12 mois (42605);1,17;0,22;0,19;0,24;0,02;0,01;1,85
42606;42606;aliments infantiles;petits pots salés et plats infantiles;Plat légumes, avec féculent et viande/poisson, dès 18 mois;Vegetable dish for baby, w meat/fish and starch, from 18 months;2,8;Plat légumes, avec féculent et viande/poisson, dès 18 mois (42606);1,17;0,22;0,19;0,24;0,02;0,01;1,85
42603;42603;aliments infantiles;petits pots salés et plats infantiles;Plat légumes, avec féculent et viande/poisson, dès 6-8 mois;Vegetable dish for baby, w meat/fish and starch, from 6-8 months;2,4;Plat légumes, avec féculent et viande/poisson, dès 6-8 mois (42603);1,17;0,22;0,19;0,24;0,02;0,01;1,85
42604;42604;aliments infantiles;petits pots salés et plats infantiles;Plat légumes, avec féculent et viande/poisson, dès 8-12 mois;Vegetable dish for baby, w meat/fish and starch, from 8-12 months;2,8;Plat légumes, avec féculent et viande/poisson, dès 8-12 mois (42604);1,17;0,22;0,19;0,24;0,02;0,01;1,85
20248;20248;aliments infantiles;petits pots salés et plats infantiles;Plat légumes, avec féculent, dès 6-8 mois;Vegetable dish for baby, with starch, from 6-8 months;2,39;Plat légumes, avec féculent, dès 6-8 mois (20248);0,21;0,22;0,19;0,14;0,02;0,01;0,80
20252;20252;aliments infantiles;petits pots salés et plats infantiles;Soupe pour bébé légumes et pomme de terre;Soup for baby, with vegetables and potatoes;2,84;Soupe pour bébé légumes et pomme de terre (20252);0,06;0,15;0,18;0,11;0,02;0,01;0,53
20253;20253;aliments infantiles;petits pots salés et plats infantiles;Soupe pour bébé légumes, céréales et lait;Soup for baby, with vegetables, cereals and milk;2,78;Soupe pour bébé légumes, céréales et lait (20253);0,10;0,15;0,18;0,13;0,02;0,01;0,59
1014;1014;boissons;boisson alcoolisées;Alcool pur;Pure alcohol;3,29;Alcool pur (1014);0,01;0,44;0,48;0,18;0,02;0,01;1,12
1007;1007;boissons;boisson alcoolisées;Apéritif à base de vin ou vermouth;Wine-based aperitif;2,48;Apéritif à base de vin ou vermouth (1007);0,30;0,10;0,48;0,19;0,02;0,01;1,09
5001;5001;boissons;boisson alcoolisées;"Bière ""coeur de marché"" (4-5° alcool)";Beer, regular (4-5° alcohol);2,84;"Bière ""coeur de marché"" (4-5° alcool) (5001)";0,06;0,26;0,48;0,27;0,04;0,01;1,12
5011;5011;boissons;boisson alcoolisées;"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)";"Beer, ""specialty"", from abbey or regional (varying alcohol content)";3,07;"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable) (5011)";0,06;0,26;0,48;0,27;0,04;0,01;1,12
5010;5010;boissons;boisson alcoolisées;"Bière ""spéciale"" (5-6° alcool)";Beer, special (5-6° alcohol);3,07;"Bière ""spéciale"" (5-6° alcool) (5010)";0,06;0,26;0,48;0,27;0,04;0,01;1,12
5000;5000;boissons;boisson alcoolisées;Bière brune;Beer, dark;3,07;Bière brune (5000);0,06;0,26;0,48;0,27;0,04;0,01;1,12
5008;5008;boissons;boisson alcoolisées;Bière faiblement alcoolisée (3° alcool);Beer, low alcohol-content (3° alcohol);3,07;Bière faiblement alcoolisée (3° alcool) (5008);0,06;0,26;0,48;0,27;0,04;0,01;1,12
5002;5002;boissons;boisson alcoolisées;Bière forte (>8° alcool);Beer, strong (>8° alcohol);3,07;Bière forte (>8° alcool) (5002);0,06;0,26;0,48;0,27;0,04;0,01;1,12
5030;5030;boissons;boisson alcoolisées;Bière sans alcool (<1,2° alcool);Beer, alcohol-free (<1,2° alcohol);3,07;Bière sans alcool (<1,2° alcool) (5030);0,06;0,26;0,48;0,27;0,04;0,01;1,12
18905;18905;boissons;boissons sans alcool;Boisson à base d'avoine, nature;Oat-based drink, plain, prepacked;2,23;Boisson à base d'avoine, nature (18905);0,14;0,15;0,10;0,13;0,01;0,00;0,54
18904;18904;boissons;boissons sans alcool;Boisson à base de riz, nature;Rice-based drink, plain;3,56;Boisson à base de riz, nature (18904);0,07;0,07;0,10;0,12;0,01;0,01;0,37
18011;18011;boissons;boissons sans alcool;Boisson à la noix de coco, nature, préemballée;Coconut water;2,01;Boisson à la noix de coco, nature, préemballée (18011);0,51;0,13;0,10;0,36;0,01;0,00;1,12
18907;18907;boissons;boissons sans alcool;Boisson à la noix de coco, nature, préemballée;Coconut-based drink, plain, prepacked;2,05;Boisson à la noix de coco, nature, préemballée (18907);0,06;0,49;0,10;0,19;0,01;0,00;0,85
18107;18107;boissons;boissons sans alcool;Boisson à l'amande;Almond drink not sweet, not fortified, prepacked;2,21;Boisson à l'amande (18107);0,07;0,07;0,10;0,12;0,01;0,00;0,37
18030;18030;boissons;boissons sans alcool;Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants;Bottled water, flavoured, without sugar and with artificial sweeteners;2,97;Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants (18030);0,00;0,00;0,16;0,19;0,04;0,01;0,39
